Date,Open,High,Low,Close,Adj Close,Volume,Date,Open,High,Low,Close,Adj Close,Volume,FTSE DIFF,GBP DIFF,FTSE Classifier,Num Class
12/2/2010,5315.100098,5357.899902,5298.200195,5342.899902,5342.899902,953221200,12/2/2010,1.570204,1.558701,1.573886,1.569809,1.569809,0,27.799804,-0.000395,RISE,1
15/2/2010,5354.5,5420.799805,5354.5,5405.899902,5405.899902,1423330600,15/2/2010,1.569809,1.567177,1.569809,1.566711,1.566711,0,63,-0.003098,RISE,1
16/2/2010,5405.899902,5485,5403.700195,5484.100098,5484.100098,1218498700,16/2/2010,1.566637,1.563257,1.579554,1.579005,1.579005,0,78.200196,0.012294,RISE,1
17/2/2010,5484.100098,5541.799805,5465.299805,5533.200195,5533.200195,1108893100,17/2/2010,1.578906,1.566907,1.581778,1.568209,1.568209,0,49.100097,-0.010796,RISE,1
18/2/2010,5533.200195,5544.200195,5501.100098,5527.200195,5527.200195,1075263000,18/2/2010,1.56848,1.541687,1.5688,1.542305,1.542305,0,-6,-0.025904,FALL,0
19/2/2010,5527.200195,5605.399902,5527.200195,5599.799805,5599.799805,1001732100,19/2/2010,1.543591,1.536311,1.547796,1.546408,1.546408,0,72.59961,0.004103,RISE,1
22/2/2010,5602.299805,5645.299805,5585.399902,5640.600098,5640.600098,997893900,22/2/2010,1.546408,1.545141,1.546408,1.548659,1.548659,0,40.800293,0.002251,RISE,1
23/2/2010,5640.600098,5642.899902,5594.700195,5617.299805,5617.299805,889812900,23/2/2010,1.550339,1.539812,1.557196,1.544592,1.544592,0,-23.300293,-0.004067,FALL,0
24/2/2010,5617.299805,5646.700195,5612.399902,5625.700195,5625.700195,1292880400,24/2/2010,1.544592,1.53903,1.547245,1.541711,1.541711,0,8.40039,-0.002881,RISE,1
25/2/2010,5625.700195,5627,5588.200195,5593.899902,5593.899902,818311200,25/2/2010,1.542091,1.519595,1.542258,1.52439,1.52439,0,-31.800293,-0.017321,FALL,0
26/2/2010,5593.899902,5637.700195,5593.899902,5620.399902,5620.399902,878179400,26/2/2010,1.523833,1.515611,1.530807,1.523902,1.523902,0,26.5,-0.000488,RISE,1
1/3/2010,5642.600098,5691.200195,5633.5,5650.100098,5650.100098,2488301900,1/3/2010,1.523902,1.523902,1.520404,1.497881,1.497881,0,29.700196,-0.026021,RISE,1
2/3/2010,5650.100098,5650.100098,5583.5,5644.5,5644.5,886165700,2/3/2010,1.497499,1.486105,1.503307,1.50281,1.50281,0,-5.600098,0.004929,FALL,0
3/3/2010,5644.5,5695.899902,5644.5,5673.600098,5673.600098,969327600,3/3/2010,1.502291,1.498172,1.513248,1.5103,1.5103,0,29.100098,0.00749,RISE,1
4/3/2010,5673.600098,5698.899902,5636,5677.899902,5677.899902,1118840000,4/3/2010,1.510026,1.500803,1.513248,1.503601,1.503601,0,4.299804,-0.006699,RISE,1
5/3/2010,5677.899902,5737.100098,5673.100098,5727.700195,5727.700195,1098678300,5/3/2010,1.503307,1.500195,1.516737,1.513294,1.513294,0,49.800293,0.009693,RISE,1
8/3/2010,5710.700195,5742.799805,5662.799805,5672.299805,5672.299805,930757400,8/3/2010,1.513294,1.51151,1.513294,1.504189,1.504189,0,-55.40039,-0.009105,FALL,0
9/3/2010,5672.299805,5698.5,5646.299805,5679.600098,5679.600098,1105283700,9/3/2010,1.504506,1.49421,1.504506,1.501637,1.501637,0,7.300293,-0.002552,RISE,1
10/3/2010,5679.600098,5744.899902,5679.5,5744.899902,5744.899902,807719900,10/3/2010,1.501614,1.487409,1.501614,1.497006,1.497006,0,65.299804,-0.004631,RISE,1
11/3/2010,5744.899902,5790.399902,5744.600098,5780.399902,5780.399902,845433900,11/3/2010,1.497208,1.495103,1.508591,1.507205,1.507205,0,35.5,0.010199,RISE,1
12/3/2010,5780.399902,5782.299805,5753.399902,5762.100098,5762.100098,828676900,12/3/2010,1.506955,1.502901,1.521838,1.521607,1.521607,0,-18.299804,0.014402,FALL,0
15/3/2010,5771,5803.700195,5755.799805,5777.700195,5777.700195,595469500,15/3/2010,1.521607,1.521607,1.520889,1.505435,1.505435,0,15.600097,-0.016172,RISE,1
16/3/2010,5777.700195,5778.899902,5741.899902,5761.700195,5761.700195,668939800,16/3/2010,1.504891,1.498711,1.526088,1.523693,1.523693,0,-16,0.018258,FALL,0
17/3/2010,5761.700195,5812.799805,5761.700195,5796.299805,5796.299805,868022000,17/3/2010,1.523601,1.52119,1.537066,1.531792,1.531792,0,34.59961,0.008099,RISE,1
18/3/2010,5796.299805,5832.299805,5778.399902,5825,5825,1030545900,18/3/2010,1.531605,1.522394,1.532802,1.525367,1.525367,0,28.700195,-0.006425,RISE,1
19/3/2010,5825,5833.700195,5726.399902,5744,5744,1634478500,19/3/2010,1.525367,1.499205,1.525669,1.501795,1.501795,0,-81,-0.023572,FALL,0
22/3/2010,5783.700195,5797,5721.299805,5723.399902,5723.399902,1148842800,22/3/2010,1.501795,1.501795,1.501795,1.510802,1.510802,0,-20.600098,0.009007,FALL,0
23/3/2010,5723.399902,5761.399902,5652.399902,5665.299805,5665.299805,1139851500,23/3/2010,1.51119,1.497499,1.511305,1.502133,1.502133,0,-58.100097,-0.008669,FALL,0
24/3/2010,5665.299805,5740.899902,5665.299805,5723.700195,5723.700195,1002800100,24/3/2010,1.502404,1.485906,1.503556,1.489891,1.489891,0,58.40039,-0.012242,RISE,1
25/3/2010,5723.700195,5800.700195,5723.700195,5753.899902,5753.899902,1036747900,25/3/2010,1.489869,1.48056,1.498307,1.484494,1.484494,0,30.199707,-0.005397,RISE,1
26/3/2010,5753.899902,5758.600098,5603.5,5603.5,5603.5,1515371800,26/3/2010,1.484979,1.481394,1.492404,1.489802,1.489802,0,-150.399902,0.005308,FALL,0
28/3/2010,5586.600098,5638.799805,5579.700195,5617.799805,5617.799805,1206691700,28/3/2010,1.489802,1.489492,1.489802,1.498195,1.498195,0,14.299805,0.008393,RISE,1
29/3/2010,5617.799805,5643.899902,5540.600098,5553.299805,5553.299805,1439125200,29/3/2010,1.497903,1.497791,1.512608,1.507409,1.507409,0,-64.5,0.009214,FALL,0
30/3/2010,5553.299805,5566,5398.899902,5411.100098,5411.100098,1735870600,30/3/2010,1.507205,1.50471,1.520219,1.518372,1.518372,0,-142.199707,0.010963,FALL,0
31/3/2010,5411.100098,5428.799805,5304.600098,5341.899902,5341.899902,1997069700,31/3/2010,1.51911,1.51858,1.529824,1.529192,1.529192,0,-69.200196,0.01082,FALL,0
1/4/2010,5341.899902,5371.5,5251.299805,5261,5261,1701801200,1/4/2010,1.529379,1.518395,1.529964,1.521005,1.521005,0,-80.899902,-0.008187,FALL,0
4/4/2010,5387.399902,5387.399902,5257.200195,5334.200195,5334.200195,1450249400,4/4/2010,1.521005,1.522696,1.521005,1.5298,1.5298,0,73.200195,0.008795,RISE,1
5/4/2010,5334.200195,5401,5284.700195,5383.5,5383.5,1513656500,5/4/2010,1.529894,1.513409,1.530901,1.527091,1.527091,0,49.299805,-0.002709,RISE,1
6/4/2010,5383.5,5436,5381.600098,5433.700195,5433.700195,956026300,6/4/2010,1.527254,1.514303,1.528491,1.524204,1.524204,0,50.200195,-0.002887,RISE,1
7/4/2010,5433.700195,5433.700195,5245.399902,5262.899902,5262.899902,1335859200,7/4/2010,1.524204,1.514394,1.528398,1.528304,1.528304,0,-170.800293,0.0041,FALL,0
8/4/2010,5262.899902,5327.5,5231.600098,5262.5,5262.5,1200727700,8/4/2010,1.528351,1.526997,1.539006,1.536996,1.536996,0,-0.399902,0.008692,FALL,0
11/4/2010,5158.100098,5230.200195,5000.799805,5073.100098,5073.100098,1700662800,11/4/2010,1.536996,1.536996,1.536996,1.537397,1.537397,0,-189.399902,0.000401,FALL,0
12/4/2010,5073.100098,5084,4957.100098,5062.899902,5062.899902,2015042600,12/4/2010,1.536594,1.534048,1.544712,1.537775,1.537775,0,-10.200196,0.000378,FALL,0
13/4/2010,5062.899902,5109.399902,5021.600098,5069.600098,5069.600098,963073600,13/4/2010,1.538698,1.537492,1.549163,1.547221,1.547221,0,6.700196,0.009446,RISE,1
14/4/2010,5069.600098,5069.600098,4898.5,4940.700195,4940.700195,1728679200,14/4/2010,1.547149,1.539598,1.552289,1.546551,1.546551,0,-128.899903,-0.00067,FALL,0
15/4/2010,4940.700195,5097.899902,4940.5,5038.100098,5038.100098,1832110200,15/4/2010,1.546599,1.536004,1.547389,1.536405,1.536405,0,97.399903,-0.010146,RISE,1
18/4/2010,5188.399902,5192.100098,5063.200195,5163.299805,5163.299805,1325107200,18/4/2010,1.536405,1.536405,1.534401,1.533531,1.533531,0,125.199707,-0.002874,RISE,1
19/4/2010,5163.299805,5163.299805,5072.5,5151.299805,5151.299805,1173782500,19/4/2010,1.533507,1.529309,1.542829,1.536382,1.536382,0,-12,0.002851,FALL,0
20/4/2010,5151.299805,5262.5,5151.299805,5211.200195,5211.200195,1214853200,20/4/2010,1.536688,1.533507,1.543949,1.541331,1.541331,0,59.90039,0.004949,RISE,1
21/4/2010,5211.200195,5261.700195,5102.100098,5126,5126,1209543600,21/4/2010,1.540998,1.534684,1.547173,1.537397,1.537397,0,-85.200195,-0.003934,FALL,0
22/4/2010,5126,5126,5040.299805,5069.100098,5069.100098,900731500,22/4/2010,1.537255,1.530245,1.539859,1.538201,1.538201,0,-56.899902,0.000804,FALL,0
25/4/2010,5085.899902,5149.700195,5030.899902,5132.5,5132.5,1364944200,25/4/2010,1.538201,1.538201,1.538201,1.54679,1.54679,0,63.399902,0.008589,RISE,1
26/4/2010,5132.5,5184.399902,5116.700195,5163.700195,5163.700195,1102533300,26/4/2010,1.547101,1.522858,1.548491,1.524762,1.524762,0,31.200195,-0.022028,RISE,1
27/4/2010,5163.700195,5215.200195,5163.700195,5202.100098,5202.100098,947984800,27/4/2010,1.524809,1.513409,1.528795,1.520427,1.520427,0,38.399903,-0.004335,RISE,1
28/4/2010,5202.100098,5242.100098,5149.100098,5217.799805,5217.799805,1005269000,28/4/2010,1.52045,1.514509,1.536334,1.535603,1.535603,0,15.699707,0.015176,RISE,1
29/4/2010,5217.799805,5257.299805,5209.399902,5237.899902,5237.899902,1026163200,29/4/2010,1.535674,1.525786,1.538911,1.530011,1.530011,0,20.100097,-0.005592,RISE,1
2/5/2010,5250.799805,5331.5,5250.799805,5299.100098,5299.100098,797902600,2/5/2010,1.530011,1.530011,1.530901,1.524925,1.524925,0,61.200196,-0.005086,RISE,1
3/5/2010,5299.100098,5299.100098,5210,5247,5247,1124430700,3/5/2010,1.525111,1.509297,1.526671,1.512791,1.512791,0,-52.100098,-0.012134,FALL,0
4/5/2010,5247,5247.899902,5165.799805,5178.5,5178.5,941044800,4/5/2010,1.512997,1.507205,1.517313,1.509799,1.509799,0,-68.5,-0.002992,FALL,0
5/5/2010,5178.5,5211.799805,5091,5100.200195,5100.200195,979497900,5/5/2010,1.50989,1.472407,1.514899,1.486392,1.486392,0,-78.299805,-0.023407,FALL,0
6/5/2010,5100.200195,5130.5,5031.700195,5046.5,5046.5,1188668800,6/5/2010,1.487298,1.449065,1.493206,1.478306,1.478306,0,-53.700195,-0.008086,FALL,0
9/5/2010,4914.200195,4961.899902,4898.5,4916.899902,4916.899902,1277285100,9/5/2010,1.478306,1.477694,1.478306,1.486193,1.486193,0,-129.600098,0.007887,FALL,0
10/5/2010,4916.899902,4916.899902,4790,4805.799805,4805.799805,1342920500,10/5/2010,1.486083,1.472711,1.500533,1.492092,1.492092,0,-111.100097,0.005899,FALL,0
11/5/2010,4805.799805,4880.899902,4805.799805,4838.100098,4838.100098,1038891400,11/5/2010,1.492715,1.482096,1.504393,1.483701,1.483701,0,32.300293,-0.008391,RISE,1
12/5/2010,4838.100098,4863.399902,4821.100098,4823.5,4823.5,539451500,12/5/2010,1.483305,1.457598,1.491157,1.46139,1.46139,0,-14.600098,-0.022311,FALL,0
13/5/2010,4823.5,4967.700195,4823.5,4965,4965,921871900,13/5/2010,1.461326,1.450032,1.464,1.453805,1.453805,0,141.5,-0.007585,RISE,1
16/5/2010,5105.5,5150.600098,5098.799805,5132.899902,5132.899902,859246500,16/5/2010,1.453805,1.453805,1.453805,1.448016,1.448016,0,167.899902,-0.005789,RISE,1
17/5/2010,5132.899902,5193.200195,5128.600098,5167,5167,622994300,17/5/2010,1.447995,1.428,1.451927,1.429674,1.429674,0,34.100098,-0.018342,RISE,1
18/5/2010,5167,5272.299805,5167,5271,5271,891506900,18/5/2010,1.429797,1.423994,1.446697,1.44167,1.44167,0,104,0.011996,RISE,1
19/5/2010,5271,5287.299805,5205.799805,5253.5,5253.5,839649300,19/5/2010,1.441441,1.423893,1.446006,1.434844,1.434844,0,-17.5,-0.006826,FALL,0
20/5/2010,5253.5,5268.399902,5187.5,5211.299805,5211.299805,833731400,20/5/2010,1.434206,1.432172,1.44978,1.4481,1.4481,0,-42.200195,0.013256,FALL,0
23/5/2010,5148.299805,5180,5090.600098,5139.5,5139.5,830736400,23/5/2010,1.4481,1.4481,1.4481,1.440901,1.440901,0,-71.799805,-0.007199,FALL,0
24/5/2010,5139.5,5244.899902,5139.5,5214.600098,5214.600098,966423900,24/5/2010,1.440901,1.426391,1.445003,1.441504,1.441504,0,75.100098,0.000603,RISE,1
25/5/2010,5214.600098,5319.5,5181,5313.799805,5313.799805,1022077600,25/5/2010,1.441192,1.434,1.44444,1.438394,1.438394,0,99.199707,-0.00311,RISE,1
26/5/2010,5313.799805,5328.5,5272.700195,5312.600098,5312.600098,872202700,26/5/2010,1.438807,1.438104,1.460856,1.456049,1.456049,0,-1.199707,0.017655,FALL,0
27/5/2010,5312.600098,5351.899902,5301.299805,5351.100098,5351.100098,772356100,27/5/2010,1.455392,1.444148,1.460707,1.445296,1.445296,0,38.5,-0.010753,RISE,1
30/5/2010,5319.700195,5375.200195,5314,5314,5314,792887400,30/5/2010,1.445296,1.445296,1.449591,1.452201,1.452201,0,-37.100098,0.006905,FALL,0
31/5/2010,5314,5322.700195,5245.5,5258,5258,838262600,31/5/2010,1.452391,1.444607,1.471995,1.466706,1.466706,0,-56,0.014505,FALL,0
1/6/2010,5258,5401.700195,5258,5397.100098,5397.100098,955430600,1/6/2010,1.466598,1.455964,1.476996,1.465008,1.465008,0,139.100098,-0.001698,RISE,1
2/6/2010,5397.100098,5397.299805,5353.5,5396.5,5396.5,849018700,2/6/2010,1.465008,1.459002,1.474404,1.4634,1.4634,0,-0.600098,-0.001608,FALL,0
3/6/2010,5396.5,5406.799805,5318.799805,5386.200195,5386.200195,1157313500,3/6/2010,1.463293,1.445693,1.46789,1.445797,1.445797,0,-10.299805,-0.017603,FALL,0
6/6/2010,5332.399902,5418.600098,5332.399902,5410.5,5410.5,635528400,6/6/2010,1.445797,1.445797,1.449401,1.447408,1.447408,0,24.299805,0.001611,RISE,1
7/6/2010,5410.5,5411.600098,5348.100098,5376.399902,5376.399902,853612000,7/6/2010,1.447304,1.43505,1.453003,1.444899,1.444899,0,-34.100098,-0.002509,FALL,0
8/6/2010,5376.399902,5376.399902,5245,5245.200195,5245.200195,1046900300,8/6/2010,1.444398,1.440009,1.46092,1.454799,1.454799,0,-131.199707,0.0099,FALL,0
9/6/2010,5245.200195,5272.5,5210.600098,5266.100098,5266.100098,1058661400,9/6/2010,1.454694,1.4514,1.471909,1.470848,1.470848,0,20.899903,0.016049,RISE,1
10/6/2010,5266.100098,5308.799805,5225.899902,5275.399902,5275.399902,862502000,10/6/2010,1.470696,1.4506,1.475209,1.455202,1.455202,0,9.299804,-0.015646,RISE,1
13/6/2010,5350.600098,5350.600098,5296.899902,5302.899902,5302.899902,653515300,13/6/2010,1.455202,1.45728,1.456007,1.4736,1.4736,0,27.5,0.018398,RISE,1
14/6/2010,5302.899902,5336.399902,5205.600098,5211.299805,5211.299805,825504500,14/6/2010,1.473709,1.469249,1.483481,1.479991,1.479991,0,-91.600097,0.006391,FALL,0
15/6/2010,5211.299805,5233,5160.399902,5195.299805,5195.299805,808561300,15/6/2010,1.479991,1.471692,1.484979,1.4736,1.4736,0,-16,-0.006391,FALL,0
16/6/2010,5195.299805,5268.399902,5186.899902,5234.799805,5234.799805,582331200,16/6/2010,1.473709,1.465008,1.483636,1.481591,1.481591,0,39.5,0.007991,RISE,1
17/6/2010,5234.799805,5234.799805,5109.899902,5156,5156,863053600,17/6/2010,1.481767,1.477607,1.488804,1.482997,1.482997,0,-78.799805,0.001406,FALL,0
20/6/2010,5155.799805,5211.600098,5121,5201.600098,5201.600098,791004500,20/6/2010,1.482997,1.479006,1.483107,1.475993,1.475993,0,45.600098,-0.007004,RISE,1
21/6/2010,5201.600098,5225.200195,5129.700195,5225.200195,5225.200195,1162231100,21/6/2010,1.47584,1.469594,1.486105,1.482008,1.482008,0,23.600097,0.006015,RISE,1
22/6/2010,5225.200195,5366.399902,5225.200195,5366.399902,5366.399902,990584200,22/6/2010,1.481964,1.480604,1.497051,1.496804,1.496804,0,141.199707,0.014796,RISE,1
23/6/2010,5366.399902,5383.700195,5347,5371,5371,836275200,23/6/2010,1.496804,1.492092,1.500555,1.493206,1.493206,0,4.600098,-0.003598,RISE,1
24/6/2010,5371,5454,5371,5428.200195,5428.200195,733985200,24/6/2010,1.492894,1.486149,1.507909,1.506796,1.506796,0,57.200195,0.01359,RISE,1
27/6/2010,5407.799805,5445.600098,5361.399902,5429.700195,5429.700195,851371400,27/6/2010,1.506796,1.506796,1.506796,1.50989,1.50989,0,1.5,0.003094,RISE,1
28/6/2010,5429.700195,5505.700195,5412.5,5494.200195,5494.200195,936215800,28/6/2010,1.509707,1.501795,1.512104,1.505344,1.505344,0,64.5,-0.004546,RISE,1
29/6/2010,5494.200195,5511.5,5475.899902,5501.600098,5501.600098,792428300,29/6/2010,1.505707,1.493764,1.507432,1.494433,1.494433,0,7.399903,-0.010911,RISE,1
30/6/2010,5501.600098,5571.399902,5501.600098,5565.5,5565.5,882318800,30/6/2010,1.49459,1.487852,1.497342,1.516576,1.516576,0,63.899902,0.022143,RISE,1
1/7/2010,5565.5,5582.5,5541.5,5567.399902,5567.399902,736346400,1/7/2010,1.516599,1.515496,1.522951,1.520496,1.520496,0,1.899902,0.00392,RISE,1
4/7/2010,5540.100098,5612.899902,5508.5,5508.5,5508.5,1391565500,4/7/2010,1.520496,1.517911,1.520011,1.513203,1.513203,0,-58.899902,-0.007293,FALL,0
5/7/2010,5508.5,5607.299805,5508.5,5602.5,5602.5,676518800,5/7/2010,1.512905,1.508478,1.522765,1.514394,1.514394,0,94,0.001191,RISE,1
6/7/2010,5602.5,5635.700195,5576.200195,5576.200195,5576.200195,730333600,6/7/2010,1.514303,1.50866,1.522024,1.517842,1.517842,0,-26.299805,0.003448,FALL,0
7/7/2010,5576.200195,5597.600098,5516.899902,5551.899902,5551.899902,783222600,7/7/2010,1.517911,1.510506,1.523926,1.515496,1.515496,0,-24.300293,-0.002346,FALL,0
8/7/2010,5551.899902,5588.799805,5471.700195,5547.100098,5547.100098,795945500,8/7/2010,1.515703,1.505344,1.520496,1.506796,1.506796,0,-4.799804,-0.0087,FALL,0
11/7/2010,5573.399902,5582.100098,5506.100098,5578.399902,5578.399902,854163200,11/7/2010,1.506796,1.506296,1.5075,1.502404,1.502404,0,31.299804,-0.004392,RISE,1
12/7/2010,5578.399902,5624.5,5544.700195,5569.299805,5569.299805,799992400,12/7/2010,1.501907,1.497096,1.519249,1.518511,1.518511,0,-9.100097,0.016107,FALL,0
13/7/2010,5569.299805,5650.299805,5539.100098,5548.600098,5548.600098,1012633600,13/7/2010,1.519203,1.518534,1.529496,1.526811,1.526811,0,-20.699707,0.0083,FALL,0
14/7/2010,5548.600098,5615.100098,5547.600098,5592.899902,5592.899902,823630700,14/7/2010,1.526811,1.523972,1.546695,1.544306,1.544306,0,44.299804,0.017495,RISE,1
15/7/2010,5592.899902,5601.200195,5550.799805,5556,5556,604252100,15/7/2010,1.543949,1.528001,1.544807,1.53069,1.53069,0,-36.899902,-0.013616,FALL,0
18/7/2010,5681.399902,5707.299805,5650.799805,5662.100098,5662.100098,947272600,18/7/2010,1.53069,1.529496,1.530901,1.522557,1.522557,0,106.100098,-0.008133,RISE,1
19/7/2010,5662.100098,5663.700195,5606.600098,5657.600098,5657.600098,1047049700,19/7/2010,1.522997,1.515703,1.530995,1.528725,1.528725,0,-4.5,0.006168,FALL,0
20/7/2010,5657.600098,5686,5655.700195,5672.399902,5672.399902,475637900,20/7/2010,1.528771,1.513226,1.53299,1.518395,1.518395,0,14.799804,-0.01033,RISE,1
21/7/2010,5672.399902,5677,5597.5,5661.600098,5661.600098,637397400,21/7/2010,1.518372,1.515381,1.529684,1.527207,1.527207,0,-10.799804,0.008812,FALL,0
22/7/2010,5661.600098,5760.5,5661.600098,5747.399902,5747.399902,971374300,22/7/2010,1.527277,1.526088,1.544927,1.543901,1.543901,0,85.799804,0.016694,RISE,1
25/7/2010,5703.399902,5748.799805,5670.100098,5742.5,5742.5,610917600,25/7/2010,1.543901,1.542305,1.544211,1.548995,1.548995,0,-4.899902,0.005094,FALL,0
26/7/2010,5742.5,5761.899902,5690.600098,5703.899902,5703.899902,777665300,26/7/2010,1.548995,1.544616,1.559989,1.558798,1.558798,0,-38.600098,0.009803,FALL,0
27/7/2010,5703.899902,5730,5680.399902,5728.899902,5728.899902,671501800,27/7/2010,1.548995,1.556033,1.563502,1.559406,1.559406,0,25,0.000608,RISE,1
28/7/2010,5728.899902,5786.700195,5698,5757.899902,5757.899902,1023125900,28/7/2010,1.559697,1.558239,1.566171,1.561232,1.561232,0,29,0.001826,RISE,1
29/7/2010,5757.899902,5758,5724.299805,5741.399902,5741.399902,656563500,29/7/2010,1.561207,1.555694,1.572302,1.5688,1.5688,0,-16.5,0.007568,FALL,0
1/8/2010,5707.299805,5707.299805,5630.899902,5646,5646,787759900,1/8/2010,1.5688,1.570007,1.569809,1.588992,1.588992,0,-95.399902,0.020192,FALL,0
2/8/2010,5646,5711.799805,5646,5677.899902,5677.899902,767341000,2/8/2010,1.589067,1.586395,1.596526,1.594591,1.594591,0,31.899902,0.005599,RISE,1
3/8/2010,5677.899902,5699.200195,5647.100098,5675.200195,5675.200195,836504200,3/8/2010,1.594591,1.586521,1.596552,1.594591,1.594591,0,-2.699707,0,FALL,0
4/8/2010,5675.200195,5733,5667.399902,5694.600098,5694.600098,641764000,4/8/2010,1.589193,1.582404,1.592407,1.589193,1.589193,0,19.399903,-0.005398,RISE,1
